annee,soir,Ordre,Country,Pays,Artiste,Chanson,Langue,Place,Points,,,,annee,DF,Ordre,Country,Pays,Artiste,Chanson,Langue,Place,Points
2013,DF,1,Latvia,Lettonie,PeR,Here We Go,Anglais,17,13,,,,,,,,,,,,,
"2013,DF,3,Macedonia,Macédoine,Esma et Lozano,""Pred da se razdeni"
"(Пред да се раздени)"",""Macédonien"
"Romani"",16,28,,,,,,,,,,,,,"
2013,DF,6,Malta,Malte,Gianluca Bezzina,Tomorrow,Anglais,4,118,,,,,,,,,,,,,
2013,DF,13,Norway,Norvège,Margaret Berger,I Feed You My Love,Anglais,3,120,,,,,,,,,,,,,
2013,DF,17,Romania,Roumanie,Cezar,It's My Life,Anglais,5,83,,,,,,,,,,,,,
2013,DF,2,San marino,Saint-Marin,Valentina Monetta,Crisalide (Vola),Italien,11,47,,,,,,,,,,,,,
2013,DF,16,Switzerland,Suisse,Takasa,You and Me,Anglais,13,41,,,,,,,,,,,,,
2013,FI,11,Germany,Allemagne,Cascada,Glorious,Anglais,21,18,,,,,,,,,,,,,
2013,FI,12,Armenia,Arménie,Dorians,Lonely Planet,Anglais,18,41,,,,,,,,,,,,,
2013,FI,20,Azerbaijan,Azerbaïdjan,Farid Mammadov,Hold Me,Anglais,2,234,,,,,,,,,,,,,
2013,FI,6,Belgium,Belgique,Roberto Bellarosa,Love Kills,Anglais,12,71,,,,,,,,,,,,,
2013,FI,8,Belarus,Biélorussie,Alena Lanskaya,Solayoh,Anglais,16,48,,,,,,,,,,,,,
2013,FI,18,Denmark,Danemark,Emmelie de Forest,Only Teardrops,Anglais,1,281,,,,,,,,,,,,,
2013,FI,5,Spain,Espagne,El Sueño de Morfeo (ESDM),Contigo hasta el final,Espagnol,25,8,,,,,,,,,,,,,
2013,FI,7,Estonia,Estonie,Birgit Õigemeel,Et uus saaks alguse,Estonien,20,19,,,,,,,,,,,,,
2013,FI,4,Finland,Finlande,Krista Siegfrids,Marry Me,Anglais,24,13,,,,,,,,,,,,,
2013,FI,1,France,France,Amandine Bourgeois,L'Enfer et moi,Français,23,14,,,,,,,,,,,,,
2013,FI,25,Georgia,Géorgie,Nodi et Sophie,Waterfall,Anglais,15,50,,,,,,,,,,,,,
2013,FI,21,Greece,Grèce,Kóza Móstra et Agáthonas Iakovídis,Alcohol Is Free,Grec,6,152,,,,,,,,,,,,,
2013,FI,17,Hungary,Hongrie,ByeAlex,Kedvesem,Hongrois,10,84,,,,,,,,,,,,,
2013,FI,26,Ireland,Irlande,Ryan Dolan,Only Love Survives,Anglais,26,5,,,,,,,,,,,,,
2013,FI,19,Iceland,Islande,Eyþór Ingi Gunnlaugsson,Ég á líf,Islandais,17,47,,,,,,,,,,,,,
2013,FI,23,Italy,Italie,Marco Mengoni,L'essenziale,Italien,7,126,,,,,,,,,,,,,
2013,FI,2,Lithuania,Lituanie,Andrius Pojavis,Something,Anglais,22,17,,,,,,,,,,,,,
2013,FI,9,Malta,Malte,Gianluca Bezzina,Tomorrow,Anglais,8,120,,,,,,,,,,,,,
2013,FI,3,Moldavia,Moldavie,Aliona Moon,O mie,Roumain,11,71,,,,,,,,,,,,,
2013,FI,24,Norway,Norvège,Margaret Berger,I Feed You My Love,Anglais,4,191,,,,,,,,,,,,,
2013,FI,13,The netherlands,Pays-Bas,Anouk,Birds,Anglais,9,114,,,,,,,,,,,,,
2013,FI,14,Romania,Roumanie,Cezar,It's My Life,Anglais,13,65,,,,,,,,,,,,,
2013,FI,15,United kingdom,Royaume-Uni,Bonnie Tyler,Believe in Me,Anglais,19,23,,,,,,,,,,,,,
2013,FI,10,Russia,Russie,Dina Garipova,What If,Anglais,5,174,,,,,,,,,,,,,
2013,FI,16,Sweden,Suède (hôte),Robin Stjernberg,You,Anglais,14,62,,,,,,,,,,,,,
2013,FI,22,Ukraine,Ukraine,Zlata Ognévitch,Gravity,Anglais,3,214,,,,,,,,,,,,,
2012,DF,5,Albania,Albanie,Rona Nishliu,Suus2,Albanais,2,146,,,,,,,,,,,,,
2012,DF,16,Austria,Autriche,Trackshittaz,Woki mit deim Popo,Mühlviertlerisch4,18,8,,,,,,,,,,,,,
2012,DF,8,Belgium,Belgique,Iris,Would You?,Anglais,17,16,,,,,,,,,,,,,
2012,DF,12,Cyprus,Chypre,Ívi Adámou,La La Love,Anglais,7,91,,,,,,,,,,,,,
2012,DF,13,Denmark,Danemark,Soluna Samay,Should've Known Better,Anglais,9,63,,,,,,,,,,,,,
2012,DF,9,Finland,Finlande,Pernilla Karlsson,När jag blundar,Suédois,12,41,,,,,,,,,,,,,
2012,DF,3,Greece,Grèce,Elefthería Eleftheríou,Aphrodisiac,Anglais,4,116,,,,,,,,,,,,,
2012,DF,15,Hungary,Hongrie,Compact Disco,Sound of Our Hearts,Anglais,10,52,,,,,,,,,,,,,
2012,DF,18,Ireland,Irlande,Jedward,Waterline,Anglais,6,92,,,,,,,,,,,,,
2012,DF,2,Iceland,Islande,Greta Salóme et Jónsi,Never Forget,Anglais,8,75,,,,,,,,,,,,,
"2012,DF,10,Israel,Israël,Izabo,Time,""Anglais, hébreu"",13,33,,,,,,,,,,,,,"
2012,DF,4,Latvia,Lettonie,Anmary,Beautiful Song,Anglais,16,17,,,,,,,,,,,,,
2012,DF,17,Moldavia,Moldavie,Pasha Parfeny,Lăutar,Anglais5,5,100,,,,,,,,,,,,,
2012,DF,1,,Monténégro,Rambo Amadeus,Euro Neuro,Anglais1,15,20,,,,,,,,,,,,,
"2012,DF,6,Romania,Roumanie,Mandinga,Zaleilah,""Espagnol, anglais"",3,120,,,,,,,,,,,,,"
"2012,DF,14,Russia,Russie,Bouranovskie Babouchki,Party for Everybody,""Oudmourte, anglais"",1,152,,,,,,,,,,,,,"
2012,DF,11,San marino,Saint-Marin,Valentina Monetta,The Social Network Song,Anglais3,14,31,,,,,,,,,,,,,
2012,DF,7,Switzerland,Suisse,Sinplus,Unbreakable,Anglais,11,45,,,,,,,,,,,,,
2012,DF,5,Belarus,Biélorussie,Litesound,We Are the Heroes,Anglais,16,35,,,,,,,,,,,,,
2012,DF,17,,Bosnie-Herzégovine,MayaSar,Korake ti znam,Bosnien,6,77,,,,,,,,,,,,,
2012,DF,8,Bulgaria,Bulgarie,Sofi Marinova,Love Unlimited,Bulgare1,11,45,,,,,,,,,,,,,
2012,DF,10,Croatia,Croatie,Nina Badrić,Nebo,Croate,12,42,,,,,,,,,,,,,
2012,DF,14,Estonia,Estonie,Ott Lepland,Kuula,Estonien,4,100,,,,,,,,,,,,,
"2012,DF,12,Georgia,Géorgie,Anri Jokhadze,I'm a Joker,""Anglais, géorgien"",14,36,,,,,,,,,,,,,"
2012,DF,18,Lithuania,Lituanie,Donny Montell,Love Is Blind,Anglais,3,104,,,,,,,,,,,,,
"2012,DF,2,Macedonia,Macédoine,Kaliopi,""Crno i belo"
"(Црно и бело)"",Macédonien,9,53,,,,,,,,,,,,,"
2012,DF,4,Malta,Malte,Kurt Calleja,This Is the Night,Anglais,7,70,,,,,,,,,,,,,
2012,DF,16,Norway,Norvège,Tooji,Stay,Anglais,10,45,,,,,,,,,,,,,
2012,DF,3,The netherlands,Pays-Bas,Joan Franka,You and Me,Anglais,15,35,,,,,,,,,,,,,
2012,DF,6,Portugal,Portugal,Filipa Sousa,Vida minha,Portugais,13,39,,,,,,,,,,,,,
2012,DF,1,Serbia,Serbie,Željko Joksimović,Nije ljubav stvar,Serbe,2,159,,,,,,,,,,,,,
2012,DF,15,,Slovaquie,Max Jason Mai,Don't Close Your Eyes,Anglais,18,22,,,,,,,,,,,,,
2012,DF,9,Slovenia,Slovénie,Eva Boto,Verjamem,Slovène,17,31,,,,,,,,,,,,,
2012,DF,11,Sweden,Suède,Loreen,Euphoria,Anglais,1,181,,,,,,,,,,,,,
2012,DF,13,Turkey,Turquie,Can Bonomo,Love Me Back,Anglais,5,80,,,,,,,,,,,,,
2012,DF,7,Ukraine,Ukraine,Gaitana,Be My Guest,Anglais,8,64,,,,,,,,,,,,,
2012,FI,3,Albania,Albanie,Rona Nishliu,Suus,Albanais,5,146,,,,,,,,,,,,,
2012,FI,20,Germany,Allemagne,Roman Lob,Standing Still,Anglais,8,110,,,,,,,,,,,,,
2012,FI,13,Azerbaijan,Azerbaïdjan (hôte),Sabina Babayeva,When the Music Dies,Anglais,4,150,,,,,,,,,,,,,
2012,FI,5,,Bosnie-Herzégovine,Maya Sar,Korake ti znam,Bosnien,18,55,,,,,,,,,,,,,
2012,FI,8,Cyprus,Chypre,Ívi Adámou,La La Love,Anglais,16,65,,,,,,,,,,,,,
2012,FI,15,Denmark,Danemark,Soluna Samay,Should've Known Better,Anglais,23,21,,,,,,,,,,,,,
2012,FI,19,Spain,Espagne,Pastora Soler,Quédate conmigo,Espagnol,10,97,,,,,,,,,,,,,
2012,FI,11,Estonia,Estonie,Ott Lepland,Kuula,Estonien,6,120,,,,,,,,,,,,,
"2012,FI,9,France,France,Anggun,Echo (You and I),""Français, anglais"",22,21,,,,,,,,,,,,,"
2012,FI,16,Greece,Grèce,Elefthería Eleftheríou,Aphrodisiac,Anglais,17,64,,,,,,,,,,,,,
2012,FI,2,Hungary,Hongrie,Compact Disco,Sound of Our Hearts,Anglais,24,19,,,,,,,,,,,,,
2012,FI,23,Ireland,Irlande,Jedward,Waterline,Anglais,19,46,,,,,,,,,,,,,
2012,FI,7,Iceland,Islande,Greta Salóme et Jónsi,Never Forget,Anglais,20,46,,,,,,,,,,,,,
"2012,FI,10,Italy,Italie,Nina Zilli,L'amore è femmina (Out of Love),""Anglais, italien"",9,101,,,,,,,,,,,,,"
2012,FI,4,Lithuania,Lituanie,Donny Montell,Love Is Blind,Anglais,14,70,,,,,,,,,,,,,
"2012,FI,22,Macedonia,Macédoine,Kaliopi,""Crno i belo"
"(Црно и бело)"",Macédonien,13,71,,,,,,,,,,,,,"
2012,FI,21,Malta,Malte,Kurt Calleja,This Is the Night,Anglais,21,41,,,,,,,,,,,,,
2012,FI,26,Moldavia,Moldavie,Pasha Parfeny,Lăutar,Anglais,11,81,,,,,,,,,,,,,
2012,FI,12,Norway,Norvège,Tooji,Stay,Anglais,26,7,,,,,,,,,,,,,
"2012,FI,14,Romania,Roumanie,Mandinga,Zaleilah,""Espagnol, anglais"",12,71,,,,,,,,,,,,,"
2012,FI,1,United kingdom,Royaume-Uni,Engelbert Humperdinck,Love Will Set You Free,Anglais,25,12,,,,,,,,,,,,,
"2012,FI,6,Russia,Russie,Buranovskie Babuški,Party for Everybody,""Oudmourte, anglais"",2,259,,,,,,,,,,,,,"
2012,FI,24,Serbia,Serbie,Željko Joksimović,Nije ljubav stvar,Serbe,3,214,,,,,,,,,,,,,
2012,FI,17,Sweden,Suède,Loreen,Euphoria,Anglais,1,372,,,,,,,,,,,,,
2012,FI,18,Turkey,Turquie,Can Bonomo,Love Me Back,Anglais,7,112,,,,,,,,,,,,,
2012,FI,25,Ukraine,Ukraine,Gaitana,Be My Guest,Anglais,15,65,,,,,,,,,,,,,
"2011,DF,3,Albania,Albanie,Aurela Gaçe,Feel the Passion,""Anglais, albanais"",14,47,,,,,,,,,,,,,"
2011,DF,4,Armenia,Arménie,Emmy,Boom Boom,Anglais,12,54,,,,,,,,,,,,,
2011,DF,18,Azerbaijan,Azerbaïdjan,Ell & Nikki,Running Scared,Anglais,2,122,,,,,,,,,,,,,
2011,DF,13,Croatia,Croatie,Daria Kinzer,Celebrate,Anglais,15,41,,,,,,,,,,,,,
2011,DF,10,Finland,Finlande,Paradise Oskar,Da Da Dam,Anglais,3,103,,,,,,,,,,,,,
2011,DF,9,Georgia,Géorgie,Eldrine,One More Day,Anglais,6,74,,,,,,,,,,,,,
"2011,DF,19,Greece,Grèce,Loúkas Yórkas feat. Stereo Mike,Watch My Dance,""Anglais, grec"",1,133,,,,,,,,,,,,,"
"2011,DF,15,Hungary,Hongrie,Kati Wolf,What About My Dreams?,""Anglais, hongrois"",7,72,,,,,,,,,,,,,"
2011,DF,14,Iceland,Islande,Sigurjón's Friends,Coming Home,Anglais,4,100,,,,,,,,,,,,,
"2011,DF,17,Lithuania,Lituanie,Evelina Sašenko,C'est ma vie,""Anglais, français"",5,81,,,,,,,,,,,,,"
2011,DF,11,Malta,Malte,Glen Vella,One Life,Anglais,11,54,,,,,,,,,,,,,
"2011,DF,2,Norway,Norvège,Stella Mwangi,Haba Haba,""Anglais, swahili"",17,30,,,,,,,,,,,,,"
2011,DF,1,Poland,Pologne,Magdalena Tul,Jestem,Polonais,19,18,,,,,,,,,,,,,
2011,DF,16,Portugal,Portugal,Homens da Luta,A luta é alegria,Portugais,18,22,,,,,,,,,,,,,
2011,DF,7,Russia,Russie,Alekseï Vorobiev,Get You,Anglais,9,64,,,,,,,,,,,,,
2011,DF,12,San marino,Saint-Marin,Senit,Stand by,Anglais,16,34,,,,,,,,,,,,,
2011,DF,6,Serbia,Serbie,Nina,Čaroban,Serbe,8,67,,,,,,,,,,,,,
2011,DF,8,Switzerland,Suisse,Anna Rossinelli,In Love for a While,Anglais,10,55,,,,,,,,,,,,,
2011,DF,5,Turkey,Turquie,Yüksek Sadakat,Live It Up,Anglais,13,47,,,,,,,,,,,,,
2011,DF,2,Austria,Autriche,Nadine Beiler,The Secret is Love,Anglais,7,69,,,,,,,,,,,,,
2011,DF,4,Belgium,Belgique,Witloof Bay,With Love Baby,Anglais,11,53,,,,,,,,,,,,,
2011,DF,16,Belarus,Biélorussie,Anastasiya Vinnikova,I Love Belarus,Anglais,14,45,,,,,,,,,,,,,
"2011,DF,1,,Bosnie-Herzégovine,Dino Merlin,Love in Rewind,""Anglais, bosnien"",5,109,,,,,,,,,,,,,"
"2011,DF,10,Bulgaria,Bulgarie,Poli Guénova,""Na inat"
"(На инат)"",Bulgare,12,48,,,,,,,,,,,,,"
"2011,DF,9,Cyprus,Chypre,Chrístos Mylórdos,""San ággelos s’agápisa"
"(Σαν άγγελος σ'αγάπησα)"",Grec,18,16,,,,,,,,,,,,,"
2011,DF,18,Denmark,Danemark,A Friend In London,New Tomorrow,Anglais,2,135,,,,,,,,,,,,,
2011,DF,15,Estonia,Estonie,Getter Jaani,Rockefeller Street,Anglais,9,60,,,,,,,,,,,,,
2011,DF,19,Ireland,Irlande,Jedward,Lipstick,Anglais,8,68,,,,,,,,,,,,,
"2011,DF,12,Israel,Israël,Dana International,Ding Dong,""Hébreu, anglais"",15,38,,,,,,,,,,,,,"
2011,DF,17,Latvia,Lettonie,Musiqq,Angel in Disguise,Anglais,17,25,,,,,,,,,,,,,
"2011,DF,11,Macedonia,Macédoine,Vlatko Ilievski,""Rusinka"
"(Русинкa)"",""Anglais, macédonien"",16,36,,,,,,,,,,,,,"
2011,DF,7,Moldavia,Moldavie,Zdob și Zdub,So Lucky,Anglais,10,54,,,,,,,,,,,,,
2011,DF,3,The netherlands,Pays-Bas,3JS,Never Alone,Anglais,19,13,,,,,,,,,,,,,
2011,DF,14,Romania,Roumanie,Hotel FM,Change,Anglais,4,111,,,,,,,,,,,,,
2011,DF,5,,Slovaquie,TWiiNS,I'm Still Alive,Anglais,13,48,,,,,,,,,,,,,
2011,DF,13,Slovenia,Slovénie,Maja Keuc,No One,Anglais,3,112,,,,,,,,,,,,,
2011,DF,8,Sweden,Suède,Eric Saade,Popular,Anglais,1,155,,,,,,,,,,,,,
2011,DF,6,Ukraine,Ukraine,Mika Newton,Angel,Anglais,6,81,,,,,,,,,,,,,
2011,FI,16,Germany,Allemagne (hôte),Lena,Taken by a Stranger,Anglais,10,107,,,,,,,,,,,,,
2011,FI,18,Austria,Autriche,Nadine Beiler,The Secret Is Love,Anglais,18,64,,,,,,,,,,,,,
2011,FI,19,Azerbaijan,Azerbaïdjan,Ell & Nikki,Running Scared,Anglais,1,221,,,,,,,,,,,,,
"2011,FI,2,,Bosnie-Herzégovine,Dino Merlin,Love in Rewind,""Anglais, bosnien"",6,125,,,,,,,,,,,,,"
2011,FI,3,Denmark,Danemark,A Friend In London,New Tomorrow,Anglais,5,134,,,,,,,,,,,,,
2011,FI,22,Spain,Espagne,Lucía Pérez,Que me quiten lo bailao,Espagnol,23,50,,,,,,,,,,,,,
2011,FI,8,Estonia,Estonie,Getter Jaani,Rockefeller Street,Anglais,24,44,,,,,,,,,,,,,
2011,FI,1,Finland,Finlande,Paradise Oskar,Da Da Dam,Anglais,21,57,,,,,,,,,,,,,
2011,FI,11,France,France,Amaury Vassili,Sognu,Corse,15,82,,,,,,,,,,,,,
2011,FI,25,Georgia,Géorgie,Eldrine,One More Day,Anglais,9,110,,,,,,,,,,,,,
"2011,FI,9,Greece,Grèce,Loúkas Yórkas ft. Stereo Mike,Watch My Dance,""Anglais, grec"",7,120,,,,,,,,,,,,,"
"2011,FI,5,Hungary,Hongrie,Kati Wolf,What About My Dreams?,""Anglais, hongrois"",22,53,,,,,,,,,,,,,"
2011,FI,6,Ireland,Irlande,Jedward,Lipstick,Anglais,8,119,,,,,,,,,,,,,
2011,FI,21,Iceland,Islande,Sigurjón's Friends,Coming Home,Anglais,20,61,,,,,,,,,,,,,
"2011,FI,12,Italy,Italie,Raphael Gualazzi,Madness of Love,""Italien, anglais"",2,189,,,,,,,,,,,,,"
"2011,FI,4,Lithuania,Lituanie,Evelina Sašenko,C'est ma vie,""Anglais, français"",19,63,,,,,,,,,,,,,"
2011,FI,15,Moldavia,Moldavie,Zdob și Zdub,So Lucky,Anglais,12,97,,,,,,,,,,,,,
2011,FI,17,Romania,Roumanie,Hotel FM,Change,Anglais,17,77,,,,,,,,,,,,,
2011,FI,14,United kingdom,Royaume-Uni,Blue,I Can,Anglais,11,100,,,,,,,,,,,,,
2011,FI,10,Russia,Russie,Alekseï Vorobiev,Get You,Anglais,16,77,,,,,,,,,,,,,
2011,FI,24,Serbia,Serbie,Nina,Čaroban,Serbe,14,85,,,,,,,,,,,,,
2011,FI,20,Slovenia,Slovénie,Maja Keuc,No One,Anglais,13,96,,,,,,,,,,,,,
2011,FI,7,Sweden,Suède,Eric Saade,Popular,Anglais,3,185,,,,,,,,,,,,,
2011,FI,13,Switzerland,Suisse,Anna Rossinelli,In Love for a While,Anglais,25,19,,,,,,,,,,,,,
2011,FI,23,Ukraine,Ukraine,Mika Newton,Angel,Anglais,4,159,,,,,,,,,,,,,
2010,DF,12,Albania,Albanie,Juliana Pasha,It's All About You,Anglais,6,76,,,,,,,,,,,,,
2010,DF,10,Belgium,Belgique,Tom Dice,Me and My Guitar,Anglais,1,167,,,,,,,,,,,,,
2010,DF,16,Belarus,Biélorussie,3+2 feat. Robert Wells,Butterflies,Anglais,9,59,,,,,,,,,,,,,
2010,DF,8,,Bosnie-Herzégovine,Vukašin Brajić,Thunder and Lightning,Anglais,8,59,,,,,,,,,,,,,
2010,DF,3,Estonia,Estonie,Malcolm Lincoln & Manpower 4,Siren,Anglais,14,39,,,,,,,,,,,,,
2010,DF,5,Finland,Finlande,Kuunkuiskaajat,Työlki ellää,Finnois,11,49,,,,,,,,,,,,,
"2010,DF,13,Greece,Grèce,Yórgos Alkéos & Friends,""ÓPA"
"(ΏΠΑ)"",Grec,2,133,,,,,,,,,,,,,"
"2010,DF,17,Iceland,Islande,Hera Björk,Je ne sais quoi,""Anglais, français"",3,123,,,,,,,,,,,,,"
2010,DF,6,Latvia,Lettonie,Aisha,What For?,Anglais,17,11,,,,,,,,,,,,,
"2010,DF,15,Macedonia,Macédoine,Gjoko Taneski,""Jas ja imam silata"
"(Јас ја имам силата)"",Macédonien,15,37,,,,,,,,,,,,,"
2010,DF,11,Malta,Malte,Thea Garrett,My Dream,Anglais,12,45,,,,,,,,,,,,,
2010,DF,1,Moldavia,Moldavie,SunStroke Project & Olia Tira,Run Away,Anglais,10,52,,,,,,,,,,,,,
"2010,DF,9,Poland,Pologne,Marcin Mroziński,Legenda,""Anglais, polonais"",13,44,,,,,,,,,,,,,"
2010,DF,14,Portugal,Portugal,Filipa Azevedo,Há dias assim,Portugais,4,89,,,,,,,,,,,,,
2010,DF,2,Russia,Russie,Peter Nalitch and Friends,Lost and Forgotten,Anglais,7,74,,,,,,,,,,,,,
2010,DF,7,Serbia,Serbie,Milan Stanković,Ovo je Balkan,Serbe,5,79,,,,,,,,,,,,,
2010,DF,4,,Slovaquie,Kristina,Horehronie,Slovaque,16,24,,,,,,,,,,,,,
2010,DF,2,Armenia,Arménie,Eva Rivas,Apricot Stone,Anglais,6,83,,,,,,,,,,,,,
2010,DF,7,Azerbaijan,Azerbaïdjan,Safura,Drip Drop,Anglais,2,113,,,,,,,,,,,,,
"2010,DF,13,Bulgaria,Bulgarie,Miro,""Angel Si Ti"
"(Ангел си ти)"",""Bulgare, anglais"",15,19,,,,,,,,,,,,,"
2010,DF,14,Cyprus,Chypre,Jon Lilygreen & The Islanders,Life Looks Better in Spring,Anglais,10,67,,,,,,,,,,,,,
2010,DF,15,Croatia,Croatie,Feminnem,Lako je sve,Croate,13,33,,,,,,,,,,,,,
2010,DF,4,Denmark,Danemark,Chanée & N'evergreen,In A Moment Like This,Anglais,5,101,,,,,,,,,,,,,
2010,DF,16,Georgia,Géorgie,Sopho Nijaradze,Shine,Anglais,3,106,,,,,,,,,,,,,
2010,DF,12,Ireland,Irlande,Niamh Kavanagh,It's for You,Anglais,9,67,,,,,,,,,,,,,
"2010,DF,3,Israel,Israël,Harel Skaat,""Milim"
"(מילים)"",Hébreu,8,71,,,,,,,,,,,,,"
2010,DF,1,Lithuania,Lituanie,InCulto,East European Funk,Anglais,12,44,,,,,,,,,,,,,
2010,DF,9,The netherlands,Pays-Bas,Sieneke,Ik ben verliefd (Sha-la-lie),Néerlandais,14,29,,,,,,,,,,,,,
2010,DF,10,Romania,Roumanie,Paula Seling & Ovi,Playing with Fire,Anglais,4,104,,,,,,,,,,,,,
2010,DF,11,Slovenia,Slovénie,Ansambel Žlindra & Kalamari,Narodnozabavni Rock,Slovène,16,6,,,,,,,,,,,,,
2010,DF,6,Sweden,Suède,Anna Bergendahl,This Is My Life,Anglais,11,62,,,,,,,,,,,,,
2010,DF,5,Switzerland,Suisse,Michael von der Heide,Il pleut de l’or,Français,17,2,,,,,,,,,,,,,
2010,DF,17,Turkey,Turquie,maNga,We Could Be The Same,Anglais,1,118,,,,,,,,,,,,,
2010,DF,8,Ukraine,Ukraine,Alyosha,Sweet People,Anglais,7,77,,,,,,,,,,,,,
2010,FI,15,Albania,Albanie,Juliana Pasha,It's All About You,Anglais,16,62,,,,,,,,,,,,,
2010,FI,22,Germany,Allemagne,Lena,Satellite,Anglais,1,246,,,,,,,,,,,,,
2010,FI,21,Armenia,Arménie,Eva Rivas,Apricot Stone,Anglais,7,141,,,,,,,,,,,,,
2010,FI,1,Azerbaijan,Azerbaïdjan,Safura,Drip Drop,Anglais,5,145,,,,,,,,,,,,,
2010,FI,7,Belgium,Belgique,Tom Dice,Me and My Guitar,Anglais,6,143,,,,,,,,,,,,,
2010,FI,9,Belarus,Biélorussie,3+2 feat. Robert Wells,Butterflies,Anglais,24,18,,,,,,,,,,,,,
2010,FI,6,,Bosnie-Herzégovine,Vukašin Brajić,Thunder And Lightning,Anglais,17,51,,,,,,,,,,,,,
2010,FI,5,Cyprus,Chypre,Jon Lilygreen & The Islanders,Life Looks Better In Spring,Anglais,21,27,,,,,,,,,,,,,
2010,FI,25,Denmark,Danemark,Chanée & N'evergreen,In a Moment Like This,Anglais,4,149,,,,,,,,,,,,,
2010,FI,2,Spain,Espagne,Daniel Diges,Algo pequeñito,Espagnol,15,68,,,,,,,,,,,,,
2010,FI,18,France,France,Jessy Matador,Allez ola olé,Français,12,82,,,,,,,,,,,,,
2010,FI,13,Georgia,Géorgie,Sopho Nijaradze,Shine,Anglais,9,136,,,,,,,,,,,,,
"2010,FI,11,Greece,Grèce,Yórgos Alkéos & Friends,""ÓPA"
"(ΏΠA)"",Grec,8,140,,,,,,,,,,,,,"
2010,FI,10,Ireland,Irlande,Niamh Kavanagh,It's for You,Anglais,23,25,,,,,,,,,,,,,
"2010,FI,16,Iceland,Islande,Hera Björk,Je ne sais quoi,""Anglais, français"",19,41,,,,,,,,,,,,,"
"2010,FI,24,Israel,Israël,Harel Skaat,""Milim"
"(מילים)"",Hébreu,14,71,,,,,,,,,,,,,"
2010,FI,4,Moldavia,Moldavie,SunStroke Project & Olia Tira,Run Away,Anglais,22,27,,,,,,,,,,,,,
2010,FI,3,Norway,Norvège (hôte),Didrik Solli-Tangen,My Heart Is Yours,Anglais,20,35,,,,,,,,,,,,,
2010,FI,23,Portugal,Portugal,Filipa Azevedo,Há dias assim,Portugais,18,43,,,,,,,,,,,,,
2010,FI,19,Romania,Roumanie,Paula Seling & Ovi,Playing with Fire,Anglais,3,162,,,,,,,,,,,,,
2010,FI,12,United kingdom,Royaume-Uni,Josh Dubovie,That Sounds Good to Me,Anglais,25,10,,,,,,,,,,,,,
2010,FI,20,Russia,Russie,Peter Nalitch and Friends,Lost And Forgotten,Anglais,11,90,,,,,,,,,,,,,
2010,FI,8,Serbia,Serbie,Milan Stanković,Ovo je balkan,Serbe,13,72,,,,,,,,,,,,,
2010,FI,14,Turkey,Turquie,maNga,We Could Be The Same,Anglais,2,170,,,,,,,,,,,,,
2010,FI,17,Ukraine,Ukraine,Alyosha,Sweet People,Anglais,10,108,,,,,,,,,,,,,
"2009,DF,7,,Andorre,Susanna Georgi,La teva decisió (Get a Life),""Catalan, anglais"",15,8,,,,,,,,,,,,,"
"2009,DF,6,Armenia,Arménie,Inga & Anush,""Jan Jan"
"(Ջան ջան)"",""Anglais, arménien"",5,99,,,,,,,,,,,,,"
2009,DF,3,Belgium,Belgique,Patrick Ouchène,Copycat,Anglais,17,1,,,,,,,,,,,,,
2009,DF,4,Belarus,Biélorussie,Petr Elfimov,Eyes That Never Lie,Anglais,13,25,,,,,,,,,,,,,
2009,DF,18,,Bosnie-Herzégovine,Regina,Bistra voda,Bosnien,3,125,,,,,,,,,,,,,
2009,DF,11,Bulgaria,Bulgarie,Krassimir Avramov,Illusion,Anglais,16,7,,,,,,,,,,,,,
2009,DF,15,Finland,Finlande,Waldo's people,Lose Control,Anglais,12,42,,,,,,,,,,,,,
2009,DF,12,Iceland,Islande,Yohanna,Is It True?,Anglais,1,174,,,,,,,,,,,,,
"2009,DF,10,Israel,Israël,Noa & Mira Awad,There Must Be Another Way,""Anglais, hébreu, arabe"",7,75,,,,,,,,,,,,,"
"2009,DF,13,Macedonia,Macédoine,Next Time,""Nešto što kje ostane"
"(Нешто што ќе остане)"",Macédonien,10,45,,,,,,,,,,,,,"
2009,DF,17,Malta,Malte,Chiara,What If We,Anglais,6,86,,,,,,,,,,,,,
2009,DF,1,,Monténégro,Andrea Demirović,Just Get Out of My Life,Anglais,11,44,,,,,,,,,,,,,
2009,DF,16,Portugal,Portugal,Flor-de-Lis,Todas as ruas do amor,Portugais,8,70,,,,,,,,,,,,,
2009,DF,14,Romania,Roumanie,Elena Gheorghe,The Balkan Girls,Anglais,9,67,,,,,,,,,,,,,
"2009,DF,5,Sweden,Suède,Malena Ernman,La voix,""Anglais, français"",4,105,,,,,,,,,,,,,"
2009,DF,8,Switzerland,Suisse,Lovebugs,The Highest Heights,Anglais,14,15,,,,,,,,,,,,,
2009,DF,2,Czech republic,Tchéquie,Gipsy.cz,Aven Romale,Anglais,18,0,,,,,,,,,,,,,
2009,DF,9,Turkey,Turquie,Hadise,Düm Tek Tek,Anglais,2,172,,,,,,,,,,,,,
2009,DF,16,Albania,Albanie,Kejsi Tola,Carry Me in Your Dreams,Anglais,7,73,,,,,,,,,,,,,
2009,DF,12,Azerbaijan,Azerbaïdjan,AySel & Arash,Always,Anglais,2,180,,,,,,,,,,,,,
2009,DF,7,Cyprus,Chypre,Christína Metaxá,Firefly,Anglais,14,32,,,,,,,,,,,,,
